gene	n_tfs
ENSG00000270075	6
ENSG00000148803	7
ENSG00000181609	6
ENSG00000149100	9
ENSG00000277194	2
ENSG00000277846	9
ENSG00000274544	5
ENSG00000276788	3
ENSG00000165490	3
ENSG00000279696	8
ENSG00000285827	9
ENSG00000109971	4
ENSG00000269968	9
ENSG00000252186	3
ENSG00000139133	2
ENSG00000139537	1
ENSG00000185664	9
ENSG00000257553	9
ENSG00000139266	10
ENSG00000120837	2
ENSG00000253051	4
ENSG00000250299	3
ENSG00000150403	7
ENSG00000253462	2
ENSG00000253989	6
ENSG00000137817	4
ENSG00000259527	4
ENSG00000280291	4
ENSG00000206811	13
ENSG00000198931	1
ENSG00000132388	5
ENSG00000265401	9
ENSG00000171634	3
ENSG00000252042	3
ENSG00000263843	18
ENSG00000279637	5
ENSG00000282851	2
ENSG00000151694	3
ENSG00000163811	2
ENSG00000115825	3
ENSG00000169618	5
ENSG00000074054	2
ENSG00000119041	8
ENSG00000271852	4
ENSG00000163251	3
ENSG00000078018	3
ENSG00000231802	3
ENSG00000144468	4
ENSG00000221944	3
ENSG00000284407	1
ENSG00000135930	1
ENSG00000101346	3
ENSG00000242372	4
ENSG00000225091	5
ENSG00000156273	9
ENSG00000159131	3
ENSG00000243762	8
ENSG00000238125	1
ENSG00000168297	3
ENSG00000114573	4
ENSG00000206417	5
ENSG00000169359	2
ENSG00000163536	2
ENSG00000163918	15
ENSG00000228413	2
ENSG00000251129	4
ENSG00000164074	5
ENSG00000248810	1
ENSG00000164164	3
ENSG00000171566	2
ENSG00000253015	7
ENSG00000228170	12
ENSG00000263712	12
ENSG00000262400	4
ENSG00000146047	8
ENSG00000272468	1
ENSG00000204438	10
ENSG00000200534	2
ENSG00000164654	3
ENSG00000241127	2
ENSG00000164815	3
ENSG00000238650	13
ENSG00000176566	3
ENSG00000284570	5
ENSG00000164841	2
ENSG00000250727	4
ENSG00000213563	4
ENSG00000170631	6
ENSG00000135002	5
ENSG00000280116	6
ENSG00000072501	3
ENSG00000120509	9
ENSG00000101811	6
ENSG00000201457	4
ENSG00000207421	12
ENSG00000281859	6
ENSG00000270342	3
ENSG00000270976	6
ENSG00000237460	3
ENSG00000237556	3
ENSG00000231437	29
ENSG00000092978	3
ENSG00000265201	1
ENSG00000250397	3
ENSG00000212135	2
ENSG00000162188	3
ENSG00000200879	4
ENSG00000251788	5
ENSG00000255700	5
ENSG00000255916	3
ENSG00000243976	1
ENSG00000221641	9
ENSG00000140525	7
ENSG00000261472	4
ENSG00000260659	5
ENSG00000238917	1
ENSG00000277985	5
ENSG00000201741	3
ENSG00000265542	6
ENSG00000275680	2
ENSG00000263558	10
ENSG00000270264	8
ENSG00000108423	6
ENSG00000241913	1
ENSG00000267416	3
ENSG00000261040	2
ENSG00000167434	4
ENSG00000252577	6
ENSG00000241157	3
ENSG00000270553	5
ENSG00000267772	2
ENSG00000266943	3
ENSG00000200013	9
ENSG00000239932	8
ENSG00000224011	5
ENSG00000252534	3
ENSG00000273982	8
ENSG00000266934	4
ENSG00000267280	3
ENSG00000121068	4
ENSG00000121075	18
ENSG00000253506	10
ENSG00000202361	4
ENSG00000266066	3
ENSG00000284564	1
ENSG00000284368	3
ENSG00000272346	6
ENSG00000167664	6
ENSG00000267934	3
ENSG00000105392	2
ENSG00000177380	5
ENSG00000207782	2
ENSG00000269855	2
ENSG00000273901	3
ENSG00000273306	2
ENSG00000136695	3
ENSG00000206885	3
ENSG00000207280	1
ENSG00000275222	4
ENSG00000226344	3
ENSG00000264901	4
ENSG00000224565	22
ENSG00000202186	2
ENSG00000229853	4
ENSG00000196562	19
ENSG00000215448	2
ENSG00000237423	21
ENSG00000276923	12
ENSG00000235621	3
ENSG00000236874	4
ENSG00000222365	4
ENSG00000277967	6
ENSG00000208018	17
ENSG00000215444	1
ENSG00000054793	3
ENSG00000238468	7
ENSG00000019186	6
ENSG00000101134	5
ENSG00000252089	2
ENSG00000235032	2
ENSG00000101144	1
ENSG00000263453	3
ENSG00000268941	4
ENSG00000274501	17
ENSG00000235701	8
ENSG00000273192	2
ENSG00000214021	3
ENSG00000168038	9
ENSG00000224479	7
ENSG00000239653	2
ENSG00000272181	5
ENSG00000241111	1
ENSG00000200222	3
ENSG00000189196	4
ENSG00000241572	3
ENSG00000241101	7
ENSG00000239926	5
ENSG00000226017	2
ENSG00000241158	6
ENSG00000163638	7
ENSG00000241684	14
ENSG00000182923	15
ENSG00000229433	10
ENSG00000224049	13
ENSG00000178772	8
ENSG00000128050	2
ENSG00000201314	6
ENSG00000270558	5
ENSG00000212296	4
ENSG00000229666	1
ENSG00000049540	4
ENSG00000207547	4
ENSG00000055609	3
ENSG00000156469	1
ENSG00000228224	2
ENSG00000248050	4
ENSG00000254338	8
ENSG00000147955	5
ENSG00000235298	3
ENSG00000176868	8
ENSG00000188523	12
ENSG00000206611	5
ENSG00000187634	2
ENSG00000272455	2
ENSG00000274481	3
ENSG00000069812	4
ENSG00000229305	3
ENSG00000226545	2
ENSG00000235263	2
ENSG00000223989	3
ENSG00000284642	4
ENSG00000225158	5
ENSG00000215785	5
ENSG00000224338	3
ENSG00000270914	7
ENSG00000202461	11
ENSG00000201135	1
ENSG00000227875	6
ENSG00000283789	10
ENSG00000225196	2
ENSG00000229484	5
ENSG00000221340	4
ENSG00000233485	1
ENSG00000162438	4
ENSG00000251866	2
ENSG00000116771	3
ENSG00000235084	3
ENSG00000224459	5
ENSG00000142623	2
ENSG00000117148	3
ENSG00000221662	8
ENSG00000158747	2
ENSG00000158748	6
ENSG00000162542	5
ENSG00000228105	6
ENSG00000158816	3
ENSG00000158825	6
ENSG00000117298	3
ENSG00000231105	4
ENSG00000187942	6
ENSG00000162552	2
ENSG00000266564	4
ENSG00000133216	3
ENSG00000225952	6
ENSG00000215381	5
ENSG00000271420	6
ENSG00000285802	2
ENSG00000117308	4
ENSG00000261025	4
ENSG00000285823	1
ENSG00000162430	7
ENSG00000207302	5
ENSG00000158008	7
ENSG00000224129	3
ENSG00000243905	5
ENSG00000252802	2
ENSG00000241188	4
ENSG00000204160	13
ENSG00000253368	2
ENSG00000229985	3
ENSG00000142765	6
ENSG00000142733	9
ENSG00000235912	5
ENSG00000225886	3
ENSG00000117751	5
ENSG00000253005	2
ENSG00000277916	2
ENSG00000084628	5
ENSG00000121753	4
ENSG00000203620	2
ENSG00000277617	13
ENSG00000233775	27
ENSG00000273274	1
ENSG00000121900	5
ENSG00000163873	4
ENSG00000233621	1
ENSG00000185668	4
ENSG00000158315	17
ENSG00000116985	3
ENSG00000188800	4
ENSG00000264582	4
ENSG00000228776	23
ENSG00000197273	3
ENSG00000179178	7
ENSG00000142949	9
ENSG00000233602	2
ENSG00000197587	4
ENSG00000269956	2
ENSG00000225028	20
ENSG00000252032	6
ENSG00000230953	8
ENSG00000264834	3
ENSG00000265815	14
ENSG00000235563	5
ENSG00000225675	2
ENSG00000232245	3
ENSG00000242396	2
ENSG00000233203	2
ENSG00000284601	4
ENSG00000233271	1
ENSG00000272226	1
ENSG00000275836	2
ENSG00000162437	7
ENSG00000207504	3
ENSG00000180488	11
ENSG00000271576	5
ENSG00000117620	6
ENSG00000215871	10
ENSG00000085491	2
ENSG00000240194	5
ENSG00000227811	3
ENSG00000007341	1
ENSG00000081026	5
ENSG00000143061	9
ENSG00000203864	12
ENSG00000143067	6
ENSG00000264553	4
ENSG00000188015	5
ENSG00000242565	2
ENSG00000207039	3
ENSG00000273026	3
ENSG00000228264	4
ENSG00000177628	4
ENSG00000116580	4
ENSG00000212161	3
ENSG00000224261	2
ENSG00000274562	3
ENSG00000224203	2
ENSG00000231586	3
ENSG00000143198	2
ENSG00000233411	2
ENSG00000198734	12
ENSG00000227373	6
ENSG00000057252	3
ENSG00000231684	2
ENSG00000143333	2
ENSG00000226570	2
ENSG00000244568	5
ENSG00000224691	7
ENSG00000238754	4
ENSG00000213046	3
ENSG00000232237	3
ENSG00000235811	13
ENSG00000227109	5
ENSG00000159348	2
ENSG00000133055	2
ENSG00000133048	3
ENSG00000202300	8
ENSG00000226330	2
ENSG00000240710	19
ENSG00000206762	11
ENSG00000162889	3
ENSG00000162891	6
ENSG00000284376	5
ENSG00000261314	2
ENSG00000250536	6
ENSG00000228063	3
ENSG00000143502	6
ENSG00000270598	5
ENSG00000203685	5
ENSG00000202264	2
ENSG00000143816	7
ENSG00000252506	1
ENSG00000135744	2
ENSG00000231768	8
ENSG00000272362	6
ENSG00000230026	1
ENSG00000153207	3
ENSG00000228982	2
ENSG00000180525	3
ENSG00000215267	7
ENSG00000196372	16
ENSG00000199535	7
ENSG00000285750	13
ENSG00000185875	1
ENSG00000231422	3
ENSG00000201001	10
ENSG00000237036	2
ENSG00000206660	5
ENSG00000230534	1
ENSG00000284265	3
ENSG00000280012	7
ENSG00000128805	6
ENSG00000165633	9
ENSG00000235939	2
ENSG00000223107	2
ENSG00000233643	2
ENSG00000179774	4
ENSG00000229197	3
ENSG00000236154	14
ENSG00000166220	3
ENSG00000107736	3
ENSG00000238446	4
ENSG00000196968	2
ENSG00000237882	4
ENSG00000165655	13
ENSG00000275693	6
ENSG00000184111	1
ENSG00000285846	3
ENSG00000107438	15
ENSG00000095637	15
ENSG00000231398	3
ENSG00000225208	1
ENSG00000119915	3
ENSG00000107960	10
ENSG00000199364	15
ENSG00000197142	4
ENSG00000023041	7
ENSG00000165806	1
ENSG00000284442	7
ENSG00000266782	4
ENSG00000177640	3
ENSG00000119979	4
ENSG00000066468	1
ENSG00000188816	4
ENSG00000107902	1
ENSG00000229455	4
ENSG00000175029	5
ENSG00000273521	2
ENSG00000176171	7
ENSG00000177685	3
ENSG00000233930	4
ENSG00000230834	2
ENSG00000130592	6
ENSG00000110665	4
ENSG00000234791	11
ENSG00000182170	5
ENSG00000224513	16
ENSG00000284525	12
ENSG00000178358	5
ENSG00000248332	2
ENSG00000166483	3
ENSG00000254554	2
ENSG00000255401	10
ENSG00000254791	7
ENSG00000151116	5
ENSG00000148935	4
ENSG00000246225	2
ENSG00000205213	4
ENSG00000255161	4
ENSG00000220204	2
ENSG00000179241	7
ENSG00000166349	3
ENSG00000085117	2
ENSG00000205106	7
ENSG00000255269	7
ENSG00000134571	1
ENSG00000255197	11
ENSG00000200376	2
ENSG00000172247	3
ENSG00000252874	6
ENSG00000183908	2
ENSG00000208009	2
ENSG00000172409	4
ENSG00000264559	3
ENSG00000214782	10
ENSG00000013725	2
ENSG00000279549	8
ENSG00000279246	13
ENSG00000271100	8
ENSG00000256481	2
ENSG00000257086	4
ENSG00000236935	3
ENSG00000237363	2
ENSG00000110076	2
ENSG00000068976	1
ENSG00000133884	16
ENSG00000168056	4
ENSG00000265874	4
ENSG00000255557	14
ENSG00000173992	4
ENSG00000173227	4
ENSG00000172508	6
ENSG00000283257	2
ENSG00000132744	5
ENSG00000284435	2
ENSG00000213275	3
ENSG00000255143	8
ENSG00000249387	5
ENSG00000165462	1
ENSG00000272036	2
ENSG00000214530	17
ENSG00000254631	2
ENSG00000279353	7
ENSG00000054938	5
ENSG00000265902	9
ENSG00000199362	5
ENSG00000255479	1
ENSG00000236304	1
ENSG00000137507	15
ENSG00000254975	1
ENSG00000118369	6
ENSG00000255051	3
ENSG00000200877	5
ENSG00000255471	6
ENSG00000186280	8
ENSG00000184384	3
ENSG00000149972	5
ENSG00000166266	7
ENSG00000238965	5
ENSG00000255129	5
ENSG00000200537	2
ENSG00000137731	5
ENSG00000177098	6
ENSG00000255176	3
ENSG00000201535	2
ENSG00000239726	3
ENSG00000283704	7
ENSG00000154114	4
ENSG00000109929	12
ENSG00000255045	17
ENSG00000281386	11
ENSG00000084234	12
ENSG00000238370	3
ENSG00000004478	3
ENSG00000111224	5
ENSG00000272921	5
ENSG00000139178	4
ENSG00000205885	3
ENSG00000139197	10
ENSG00000215009	4
ENSG00000255836	3
ENSG00000256661	5
ENSG00000256582	13
ENSG00000205791	2
ENSG00000165714	5
ENSG00000069431	2
ENSG00000257023	4
ENSG00000201439	4
ENSG00000123104	5
ENSG00000201612	6
ENSG00000283256	4
ENSG00000256465	6
ENSG00000189079	4
ENSG00000276454	6
ENSG00000274737	4
ENSG00000257955	1
ENSG00000258234	1
ENSG00000264201	1
ENSG00000257954	9
ENSG00000167566	11
ENSG00000258135	4
ENSG00000167580	3
ENSG00000257378	6
ENSG00000178449	25
ENSG00000272368	3
ENSG00000212496	3
ENSG00000111077	4
ENSG00000260030	2
ENSG00000248576	3
ENSG00000135447	6
ENSG00000123384	5
ENSG00000182379	10
ENSG00000111087	2
ENSG00000257921	15
ENSG00000243024	6
ENSG00000256199	3
ENSG00000127334	6
ENSG00000206650	2
ENSG00000241825	1
ENSG00000201502	1
ENSG00000258035	3
ENSG00000257943	7
ENSG00000258272	4
ENSG00000201296	17
ENSG00000139351	5
ENSG00000264295	5
ENSG00000136051	14
ENSG00000257545	13
ENSG00000075035	2
ENSG00000174600	1
ENSG00000200060	3
ENSG00000273499	4
ENSG00000279630	5
ENSG00000139445	6
ENSG00000110906	1
ENSG00000263510	2
ENSG00000279925	5
ENSG00000257268	2
ENSG00000111245	14
ENSG00000238168	3
ENSG00000266370	3
ENSG00000111335	5
ENSG00000276908	4
ENSG00000123064	7
ENSG00000089060	7
ENSG00000135094	7
ENSG00000258346	1
ENSG00000264037	4
ENSG00000196668	1
ENSG00000201382	4
ENSG00000275467	16
ENSG00000258285	1
ENSG00000256609	4
ENSG00000111737	4
ENSG00000111780	3
ENSG00000157782	2
ENSG00000157837	2
ENSG00000135100	9
ENSG00000089094	7
ENSG00000256742	1
ENSG00000252393	3
ENSG00000256811	4
ENSG00000158104	1
ENSG00000255856	7
ENSG00000274427	9
ENSG00000266655	6
ENSG00000086598	36
ENSG00000255965	9
ENSG00000280354	3
ENSG00000279121	2
ENSG00000279334	2
ENSG00000278973	4
ENSG00000279087	3
ENSG00000279931	4
ENSG00000256250	1
ENSG00000256204	24
ENSG00000279581	16
ENSG00000256810	8
ENSG00000280150	5
ENSG00000283579	23
ENSG00000122042	7
ENSG00000278172	6
ENSG00000225039	19
ENSG00000133111	15
ENSG00000102710	16
ENSG00000102763	2
ENSG00000237585	6
ENSG00000170919	3
ENSG00000139684	3
ENSG00000227848	4
ENSG00000231473	4
ENSG00000139687	3
ENSG00000176882	5
ENSG00000102753	9
ENSG00000123191	1
ENSG00000136098	1
ENSG00000228002	2
ENSG00000232132	10
ENSG00000102471	7
ENSG00000277159	2
ENSG00000139835	3
ENSG00000184497	5
ENSG00000183087	5
ENSG00000283361	4
ENSG00000243817	3
ENSG00000165821	3
ENSG00000092054	3
ENSG00000136305	4
ENSG00000100473	3
ENSG00000258704	3
ENSG00000151338	6
ENSG00000258377	5
ENSG00000258450	2
ENSG00000278771	5
ENSG00000258857	2
ENSG00000201376	4
ENSG00000131979	1
ENSG00000126821	2
ENSG00000198133	4
ENSG00000139988	7
ENSG00000259062	4
ENSG00000258957	3
ENSG00000285936	2
ENSG00000119723	10
ENSG00000270000	5
ENSG00000273565	4
ENSG00000140044	7
ENSG00000280078	1
ENSG00000259058	3
ENSG00000285966	3
ENSG00000269883	1
ENSG00000221754	4
ENSG00000258668	5
ENSG00000100628	3
ENSG00000176438	4
ENSG00000258729	4
ENSG00000258702	5
ENSG00000242888	1
ENSG00000197119	5
ENSG00000140107	3
ENSG00000183092	3
ENSG00000196273	3
ENSG00000258717	2
ENSG00000266461	3
ENSG00000223403	3
ENSG00000258919	1
ENSG00000100865	9
ENSG00000258534	5
ENSG00000185567	2
ENSG00000257556	2
ENSG00000211891	4
ENSG00000169857	6
ENSG00000277202	2
ENSG00000260648	1
ENSG00000279537	3
ENSG00000259198	3
ENSG00000166143	6
ENSG00000240847	1
ENSG00000171766	2
ENSG00000171763	7
ENSG00000265942	6
ENSG00000140284	2
ENSG00000278098	4
ENSG00000283614	3
ENSG00000261771	6
ENSG00000171016	7
ENSG00000128849	9
ENSG00000259251	2
ENSG00000185088	1
ENSG00000275785	2
ENSG00000103742	2
ENSG00000283249	4
ENSG00000137834	9
ENSG00000274995	3
ENSG00000277152	11
ENSG00000259289	2
ENSG00000259202	2
ENSG00000255346	2
ENSG00000129038	1
ENSG00000248540	2
ENSG00000261384	4
ENSG00000261606	1
ENSG00000213578	2
ENSG00000275645	6
ENSG00000260206	3
ENSG00000173546	2
ENSG00000259281	1
ENSG00000167202	1
ENSG00000199633	1
ENSG00000166426	3
ENSG00000256278	4
ENSG00000271044	1
ENSG00000279708	1
ENSG00000166819	3
ENSG00000185033	2
ENSG00000214433	1
ENSG00000259704	3
ENSG00000285663	1
ENSG00000275016	3
ENSG00000259542	4
ENSG00000259583	1
ENSG00000259365	5
ENSG00000276984	1
ENSG00000103254	9
ENSG00000162004	3
ENSG00000127586	6
ENSG00000260496	2
ENSG00000184471	2
ENSG00000273551	5
ENSG00000219274	2
ENSG00000280231	2
ENSG00000279520	1
ENSG00000266232	2
ENSG00000162069	9
ENSG00000130182	11
ENSG00000262899	2
ENSG00000262468	1
ENSG00000103199	4
ENSG00000276096	2
ENSG00000153048	10
ENSG00000285543	8
ENSG00000213853	1
ENSG00000153060	1
ENSG00000263279	1
ENSG00000166676	2
ENSG00000280153	1
ENSG00000263033	2
ENSG00000221801	4
ENSG00000184602	2
ENSG00000262420	1
ENSG00000261216	3
ENSG00000238685	3
ENSG00000201075	2
ENSG00000207639	1
ENSG00000199130	1
ENSG00000260009	2
ENSG00000263335	5
ENSG00000133392	1
ENSG00000261448	3
ENSG00000260945	2
ENSG00000261210	1
ENSG00000260681	5
ENSG00000103534	2
ENSG00000260934	1
ENSG00000261312	2
ENSG00000260510	1
ENSG00000200893	1
ENSG00000011638	5
ENSG00000155714	1
ENSG00000166828	1
ENSG00000134398	1
ENSG00000261583	4
ENSG00000224310	6
ENSG00000252461	1
ENSG00000260719	5
ENSG00000278713	4
ENSG00000247735	2
ENSG00000149932	5
ENSG00000149927	2
ENSG00000275371	1
ENSG00000280137	2
ENSG00000179965	1
ENSG00000261588	4
ENSG00000260678	5
ENSG00000274848	2
ENSG00000099365	1
ENSG00000151006	1
ENSG00000260757	3
ENSG00000259912	1
ENSG00000273829	5
ENSG00000252526	2
ENSG00000121281	2
ENSG00000205414	1
ENSG00000283304	1
ENSG00000260823	3
ENSG00000070915	6
ENSG00000087237	1
ENSG00000260148	5
ENSG00000140848	3
ENSG00000276663	1
ENSG00000102962	1
ENSG00000135736	2
ENSG00000159618	2
ENSG00000206833	1
ENSG00000260545	5
ENSG00000240863	1
ENSG00000103023	1
ENSG00000103034	2
ENSG00000261656	4
ENSG00000217555	2
ENSG00000140939	3
ENSG00000280163	2
ENSG00000262962	1
ENSG00000202336	4
ENSG00000260999	2
ENSG00000207083	2
ENSG00000261348	2
ENSG00000247324	2
ENSG00000252339	2
ENSG00000040199	8
ENSG00000140876	2
ENSG00000261390	1
ENSG00000279476	2
ENSG00000279681	14
ENSG00000135698	3
ENSG00000260228	11
ENSG00000166558	2
ENSG00000168418	1
ENSG00000260858	2
ENSG00000201361	1
ENSG00000260530	1
ENSG00000261286	1
ENSG00000260340	3
ENSG00000153789	3
ENSG00000275088	1
ENSG00000179219	1
ENSG00000266307	1
ENSG00000275393	2
ENSG00000154102	1
ENSG00000279604	2
ENSG00000279142	4
ENSG00000243705	4
ENSG00000261697	2
ENSG00000167523	3
ENSG00000198211	1
ENSG00000275997	2
ENSG00000277200	1
ENSG00000083454	1
ENSG00000262165	3
ENSG00000029725	13
ENSG00000181856	2
ENSG00000072818	3
ENSG00000263301	3
ENSG00000179111	3
ENSG00000271002	2
ENSG00000198844	1
ENSG00000226871	8
ENSG00000266709	3
ENSG00000265445	4
ENSG00000109099	1
ENSG00000239203	7
ENSG00000141026	2
ENSG00000108551	2
ENSG00000223979	1
ENSG00000264167	3
ENSG00000232344	2
ENSG00000252971	3
ENSG00000266563	2
ENSG00000034152	5
ENSG00000263609	3
ENSG00000266356	1
ENSG00000141068	2
ENSG00000109084	1
ENSG00000263870	4
ENSG00000109113	2
ENSG00000263781	2
ENSG00000108255	1
ENSG00000141298	4
ENSG00000108576	6
ENSG00000265791	5
ENSG00000264456	1
ENSG00000239595	1
ENSG00000178691	8
ENSG00000277511	2
ENSG00000265139	3
ENSG00000108691	3
ENSG00000267782	1
ENSG00000270765	10
ENSG00000271392	2
ENSG00000271447	2
ENSG00000276014	1
ENSG00000276508	2
ENSG00000275832	1
ENSG00000276170	3
ENSG00000263466	10
ENSG00000266048	5
ENSG00000108306	4
ENSG00000214546	2
ENSG00000279199	2
ENSG00000131746	3
ENSG00000197079	2
ENSG00000239542	3
ENSG00000267340	1
ENSG00000005102	7
ENSG00000267253	1
ENSG00000161649	2
ENSG00000212446	1
ENSG00000267211	1
ENSG00000266979	8
ENSG00000161692	1
ENSG00000267446	2
ENSG00000185294	2
ENSG00000073861	4
ENSG00000189120	1
ENSG00000266821	7
ENSG00000207306	2
ENSG00000159184	1
ENSG00000200903	3
ENSG00000108798	8
ENSG00000173868	2
ENSG00000207127	7
ENSG00000064300	8
ENSG00000249906	1
ENSG00000176358	2
ENSG00000005884	2
ENSG00000275025	1
ENSG00000261959	5
ENSG00000250286	2
ENSG00000173714	3
ENSG00000251665	2
ENSG00000263096	2
ENSG00000214226	8
ENSG00000280028	3
ENSG00000279069	5
ENSG00000005381	3
ENSG00000271063	5
ENSG00000175155	3
ENSG00000189050	2
ENSG00000279133	1
ENSG00000173838	2
ENSG00000108604	3
ENSG00000240280	2
ENSG00000075429	4
ENSG00000244610	2
ENSG00000207688	3
ENSG00000187959	2
ENSG00000204345	1
ENSG00000263586	2
ENSG00000202332	1
ENSG00000182687	2
ENSG00000267543	3
ENSG00000199735	4
ENSG00000279801	1
ENSG00000275516	1
ENSG00000181523	6
ENSG00000240270	1
ENSG00000262098	2
ENSG00000266392	2
ENSG00000183048	2
ENSG00000278876	6
ENSG00000141574	4
ENSG00000279066	5
ENSG00000178927	3
ENSG00000261845	1
ENSG00000261888	5
ENSG00000177143	2
ENSG00000079101	1
ENSG00000242058	2
ENSG00000154845	1
ENSG00000265564	3
ENSG00000141401	1
ENSG00000267478	2
ENSG00000101624	3
ENSG00000085415	2
ENSG00000141448	2
ENSG00000263917	3
ENSG00000264464	4
ENSG00000167315	1
ENSG00000154832	2
ENSG00000174448	6
ENSG00000166845	2
ENSG00000091157	2
ENSG00000119537	1
ENSG00000099812	11
ENSG00000267159	2
ENSG00000064666	18
ENSG00000240846	7
ENSG00000115266	13
ENSG00000115257	1
ENSG00000279653	9
ENSG00000105694	2
ENSG00000277904	1
ENSG00000060558	1
ENSG00000280103	1
ENSG00000279590	1
ENSG00000007264	2
ENSG00000105278	3
ENSG00000266627	9
ENSG00000077009	19
ENSG00000167657	2
ENSG00000267408	1
ENSG00000267484	4
ENSG00000105428	4
ENSG00000267299	1
ENSG00000267563	2
ENSG00000167769	1
ENSG00000268191	3
ENSG00000268203	1
ENSG00000268845	1
ENSG00000171105	3
ENSG00000198723	1
ENSG00000267952	8
ENSG00000268614	1
ENSG00000268204	1
ENSG00000269711	3
ENSG00000182566	1
ENSG00000090659	3
ENSG00000260500	7
ENSG00000131142	1
ENSG00000142449	1
ENSG00000269651	1
ENSG00000268931	6
ENSG00000133246	3
ENSG00000279426	2
ENSG00000181733	1
ENSG00000267387	5
ENSG00000076662	2
ENSG00000238364	1
ENSG00000197256	3
ENSG00000130173	4
ENSG00000130167	1
ENSG00000267576	1
ENSG00000202357	4
ENSG00000205517	3
ENSG00000130175	2
ENSG00000249840	1
ENSG00000171295	1
ENSG00000257446	8
ENSG00000257355	5
ENSG00000198342	3
ENSG00000268744	5
ENSG00000230310	2
ENSG00000268945	3
ENSG00000267004	2
ENSG00000039987	1
ENSG00000266721	1
ENSG00000266897	7
ENSG00000267582	2
ENSG00000207980	2
ENSG00000187556	3
ENSG00000123146	2
ENSG00000275432	4
ENSG00000105141	1
ENSG00000269635	3
ENSG00000273218	1
ENSG00000105122	2
ENSG00000161031	1
ENSG00000171954	4
ENSG00000266951	1
ENSG00000273330	2
ENSG00000269243	2
ENSG00000141977	2
ENSG00000188039	9
ENSG00000160111	3
ENSG00000264250	3
ENSG00000269350	4
ENSG00000269481	3
ENSG00000188051	4
ENSG00000269035	2
ENSG00000171773	1
ENSG00000279300	1
ENSG00000179913	2
ENSG00000248099	9
ENSG00000269145	1
ENSG00000241464	2
ENSG00000264175	1
ENSG00000269191	1
ENSG00000105696	2
ENSG00000263490	2
ENSG00000269694	5
ENSG00000223802	1
ENSG00000268193	1
ENSG00000241172	2
ENSG00000130287	3
ENSG00000213996	1
ENSG00000267178	2
ENSG00000268555	1
ENSG00000283403	2
ENSG00000131943	3
ENSG00000267760	1
ENSG00000267599	1
ENSG00000130876	2
ENSG00000105707	4
ENSG00000285526	5
ENSG00000268222	2
ENSG00000189001	2
ENSG00000105675	11
ENSG00000267190	4
ENSG00000126246	3
ENSG00000250799	3
ENSG00000126264	2
ENSG00000267388	2
ENSG00000105261	4
ENSG00000279504	1
ENSG00000270760	5
ENSG00000011332	8
ENSG00000267892	1
ENSG00000104824	1
ENSG00000187994	10
ENSG00000267992	6
ENSG00000268510	2
ENSG00000182393	6
ENSG00000279759	13
ENSG00000275652	18
ENSG00000160396	2
ENSG00000167565	1
ENSG00000269353	2
ENSG00000224476	3
ENSG00000277744	4
ENSG00000105369	2
ENSG00000268041	1
ENSG00000254887	1
ENSG00000188368	6
ENSG00000079435	2
ENSG00000124466	4
ENSG00000176472	6
ENSG00000124449	1
ENSG00000230666	2
ENSG00000213892	1
ENSG00000252200	1
ENSG00000267467	9
ENSG00000104892	4
ENSG00000104881	3
ENSG00000012061	2
ENSG00000188425	1
ENSG00000011485	1
ENSG00000160013	2
ENSG00000197380	5
ENSG00000269576	1
ENSG00000142230	3
ENSG00000134830	2
ENSG00000276588	2
ENSG00000268746	2
ENSG00000269806	9
ENSG00000271150	2
ENSG00000213035	3
ENSG00000269420	1
ENSG00000206758	1
ENSG00000105559	3
ENSG00000104808	2
ENSG00000104901	1
ENSG00000207073	1
ENSG00000269179	1
ENSG00000276729	3
ENSG00000105357	1
ENSG00000267815	4
ENSG00000268231	5
ENSG00000161681	4
ENSG00000269565	9
ENSG00000180279	4
ENSG00000267968	4
ENSG00000129455	1
ENSG00000268739	1
ENSG00000268318	1
ENSG00000269130	1
ENSG00000267808	4
ENSG00000196214	1
ENSG00000221874	18
ENSG00000180257	3
ENSG00000242779	3
ENSG00000267943	1
ENSG00000197497	3
ENSG00000274892	8
ENSG00000270347	15
ENSG00000142405	2
ENSG00000170909	19
ENSG00000167608	5
ENSG00000223660	8
ENSG00000249189	9
ENSG00000235681	12
ENSG00000233493	1
ENSG00000279541	2
ENSG00000269097	2
ENSG00000181894	3
ENSG00000252334	14
ENSG00000265272	2
ENSG00000032389	2
ENSG00000234171	1
ENSG00000118004	2
ENSG00000228203	1
ENSG00000231083	1
ENSG00000285872	4
ENSG00000243819	2
ENSG00000231403	4
ENSG00000071575	2
ENSG00000279307	2
ENSG00000233416	1
ENSG00000271936	1
ENSG00000119772	2
ENSG00000115194	5
ENSG00000189350	3
ENSG00000233862	3
ENSG00000235997	2
ENSG00000232202	2
ENSG00000143921	9
ENSG00000138078	2
ENSG00000171150	6
ENSG00000237651	6
ENSG00000226884	5
ENSG00000196975	1
ENSG00000183733	4
ENSG00000277764	1
ENSG00000258881	1
ENSG00000163017	3
ENSG00000284308	2
ENSG00000115318	1
ENSG00000272711	1
ENSG00000278783	4
ENSG00000274206	6
ENSG00000226791	3
ENSG00000264857	7
ENSG00000115641	9
ENSG00000259863	2
ENSG00000229867	1
ENSG00000144120	2
ENSG00000115112	2
ENSG00000237630	1
ENSG00000163161	5
ENSG00000273950	9
ENSG00000226886	2
