protein1	protein2	neighborhood	neighborhood_transferred	fusion	cooccurence	homology	coexpression	coexpression_transferred	experiments	experiments_transferred	database	database_transferred	textmining	textmining_transferred	combined_score	protein1_name	protein2_name
9606.ENSP00000000233	9606.ENSP00000276211	0	0	0	0	0	0	0	0	144	0	0	0	62	162	ARF5	ARHGAP36
9606.ENSP00000000233	9606.ENSP00000357178	0	0	0	0	0	0	0	0	140	0	0	106	107	253	ARF5	INSRR
9606.ENSP00000000233	9606.ENSP00000288943	0	0	0	0	0	0	62	0	126	0	0	0	48	151	ARF5	DUSP2
9606.ENSP00000000233	9606.ENSP00000324806	0	0	0	0	0	0	62	0	140	0	0	0	58	173	ARF5	GSK3B
9606.ENSP00000000233	9606.ENSP00000251413	0	0	0	0	0	0	0	0	149	0	0	0	48	155	ARF5	TUBG1
9606.ENSP00000000233	9606.ENSP00000482590	0	0	0	0	0	0	49	0	150	0	0	0	48	163	ARF5	TBC1D3F
9606.ENSP00000000233	9606.ENSP00000462799	0	0	0	0	0	0	49	0	150	0	0	0	48	163	ARF5	TBC1D29
9606.ENSP00000000233	9606.ENSP00000272317	0	0	0	0	0	0	94	0	179	0	0	0	59	238	ARF5	RPS27A
9606.ENSP00000000233	9606.ENSP00000418915	0	0	0	0	0	0	62	0	76	0	0	519	0	546	ARF5	CDKN2A
9606.ENSP00000000233	9606.ENSP00000364631	0	0	0	0	0	0	0	0	153	0	0	0	52	162	ARF5	FGD3
9606.ENSP00000000233	9606.ENSP00000392147	0	0	0	236	0	0	63	0	105	0	0	0	44	305	ARF5	PPP6C
9606.ENSP00000000233	9606.ENSP00000333326	0	0	0	0	0	0	63	0	149	0	0	0	75	198	ARF5	TUBA8
9606.ENSP00000000233	9606.ENSP00000479518	0	0	0	0	0	0	64	0	139	0	0	0	43	161	ARF5	MYO19
9606.ENSP00000000233	9606.ENSP00000302393	0	0	0	0	0	0	0	272	62	0	0	0	0	287	ARF5	LDHAL6B
9606.ENSP00000000233	9606.ENSP00000366563	0	0	0	0	0	0	0	0	151	0	0	0	52	160	ARF5	PIK3CD
9606.ENSP00000000233	9606.ENSP00000368824	0	0	0	0	0	0	0	0	122	0	0	0	101	176	ARF5	CNKSR2
9606.ENSP00000000233	9606.ENSP00000286364	0	0	0	0	0	0	60	0	76	0	0	0	101	150	ARF5	RASA2
9606.ENSP00000000233	9606.ENSP00000466953	0	0	0	0	0	0	63	0	136	0	0	0	47	161	ARF5	WTIP
9606.ENSP00000000233	9606.ENSP00000378368	0	0	0	0	0	65	0	0	0	0	0	0	187	207	ARF5	FLOT2
9606.ENSP00000000233	9606.ENSP00000479844	0	0	0	0	0	0	0	0	161	0	0	0	58	175	ARF5	RASGRP4
9606.ENSP00000000233	9606.ENSP00000259818	0	0	0	0	0	0	64	0	149	0	0	0	101	221	ARF5	TUBB2B
9606.ENSP00000000233	9606.ENSP00000356438	0	0	0	0	0	0	0	0	77	0	0	56	148	192	ARF5	PTGS2
9606.ENSP00000000233	9606.ENSP00000478426	0	0	0	0	0	0	49	0	150	0	0	0	48	163	ARF5	TBC1D3D
9606.ENSP00000000233	9606.ENSP00000334134	0	0	0	0	0	0	0	0	0	0	0	0	187	187	ARF5	RGS9BP
9606.ENSP00000000233	9606.ENSP00000388806	0	0	0	0	0	0	133	0	101	0	0	0	0	187	ARF5	EIF4B
9606.ENSP00000000233	9606.ENSP00000318697	0	0	0	0	0	0	64	0	149	0	0	0	79	202	ARF5	TUBB6
9606.ENSP00000000233	9606.ENSP00000263088	0	0	0	0	0	0	0	0	226	0	0	241	220	501	ARF5	PLD2
9606.ENSP00000000233	9606.ENSP00000337691	0	0	0	0	0	0	0	0	163	0	0	0	59	178	ARF5	MAPK15
9606.ENSP00000000233	9606.ENSP00000464411	0	0	0	0	0	0	62	0	60	0	0	0	131	166	ARF5	C18orf32
9606.ENSP00000000233	9606.ENSP00000460823	0	0	0	0	0	0	0	0	102	0	0	51	88	154	ARF5	TOM1L1
9606.ENSP00000000233	9606.ENSP00000470087	0	0	0	0	0	0	62	0	140	0	0	0	58	173	ARF5	ENSG00000268643
9606.ENSP00000000233	9606.ENSP00000448696	0	0	0	0	0	0	62	248	0	0	0	0	41	264	ARF5	DTX3
9606.ENSP00000000233	9606.ENSP00000438085	0	0	0	0	0	0	0	0	236	0	0	455	236	654	ARF5	GGA3
9606.ENSP00000000233	9606.ENSP00000233027	0	0	0	0	0	0	62	0	0	0	0	0	143	161	ARF5	NEK4
9606.ENSP00000000233	9606.ENSP00000405963	0	0	0	0	0	0	62	0	161	0	0	0	58	193	ARF5	RASGRF1
9606.ENSP00000000233	9606.ENSP00000305442	0	0	0	0	0	57	0	0	104	0	0	128	137	279	ARF5	COG7
9606.ENSP00000000233	9606.ENSP00000360183	0	0	0	0	0	63	62	0	179	0	0	0	100	263	ARF5	STX16
9606.ENSP00000000233	9606.ENSP00000371331	0	0	0	0	0	0	0	0	58	0	0	0	137	152	ARF5	TNNI2
9606.ENSP00000000233	9606.ENSP00000290866	0	0	0	0	0	0	0	0	161	0	0	0	0	161	ARF5	ACE
9606.ENSP00000000233	9606.ENSP00000333685	0	0	0	0	0	0	0	0	163	0	0	0	59	178	ARF5	MAPK11
9606.ENSP00000000233	9606.ENSP00000239223	0	0	0	0	0	0	62	0	126	0	0	0	48	151	ARF5	DUSP1
9606.ENSP00000000233	9606.ENSP00000264065	0	0	0	0	0	0	0	0	140	0	0	0	85	179	ARF5	DNAJC10
9606.ENSP00000000233	9606.ENSP00000320117	0	0	0	0	0	0	0	0	123	0	0	93	138	254	ARF5	TRIP10
9606.ENSP00000000233	9606.ENSP00000261716	0	0	0	0	0	0	0	0	76	0	0	92	101	179	ARF5	TAOK1
9606.ENSP00000000233	9606.ENSP00000347464	0	0	0	0	0	0	0	0	147	0	0	323	424	638	ARF5	GIT2
9606.ENSP00000000233	9606.ENSP00000364277	0	0	0	0	0	0	0	0	153	0	0	0	52	162	ARF5	FGD1
9606.ENSP00000000233	9606.ENSP00000336666	0	0	0	0	0	109	62	0	178	0	0	438	48	565	ARF5	AP1S1
9606.ENSP00000000233	9606.ENSP00000331901	0	0	0	0	0	62	64	0	344	0	0	0	74	395	ARF5	EEF1G
9606.ENSP00000000233	9606.ENSP00000340820	0	0	0	0	0	0	0	0	159	0	0	49	0	166	ARF5	MAPT
9606.ENSP00000000233	9606.ENSP00000466298	0	0	0	0	0	141	0	0	58	0	0	0	101	209	ARF5	STX10
9606.ENSP00000000233	9606.ENSP00000277010	0	0	0	0	0	0	54	0	63	0	0	0	292	317	ARF5	SIGMAR1
9606.ENSP00000000233	9606.ENSP00000397908	0	0	0	0	0	0	62	0	119	0	0	0	63	158	ARF5	LPIN1
9606.ENSP00000000233	9606.ENSP00000369318	0	0	0	0	0	0	0	130	56	0	0	0	62	162	ARF5	RHOBTB3
9606.ENSP00000000233	9606.ENSP00000310129	0	0	0	0	0	0	62	0	94	0	0	95	58	178	ARF5	PSMD2
9606.ENSP00000000233	9606.ENSP00000469413	0	0	0	0	0	0	0	0	180	0	0	0	61	197	ARF5	PAK4
9606.ENSP00000000233	9606.ENSP00000356567	0	0	0	0	0	0	63	0	105	0	0	0	98	177	ARF5	LHX4-AS1
9606.ENSP00000000233	9606.ENSP00000251412	0	0	0	0	0	0	0	0	149	0	0	0	48	155	ARF5	TUBG2
9606.ENSP00000000233	9606.ENSP00000392495	0	0	0	0	0	0	62	0	58	0	0	0	128	162	ARF5	TRAPPC2
9606.ENSP00000000233	9606.ENSP00000379457	0	0	0	0	0	0	62	0	138	0	0	0	0	156	ARF5	FAF1
9606.ENSP00000000233	9606.ENSP00000352834	0	0	0	0	0	0	122	0	139	0	0	0	43	213	ARF5	MYO1C
9606.ENSP00000000233	9606.ENSP00000270625	0	0	0	0	0	0	62	0	178	0	0	0	0	195	ARF5	RPS11
9606.ENSP00000000233	9606.ENSP00000471635	0	0	0	0	0	0	0	0	153	0	0	0	58	168	ARF5	ENSG00000268861
9606.ENSP00000000233	9606.ENSP00000323879	0	0	0	0	0	0	0	0	0	0	0	162	0	161	ARF5	ZNRF2
9606.ENSP00000000233	9606.ENSP00000354483	0	0	0	0	0	0	62	0	126	0	0	0	48	151	ARF5	DUSP27
9606.ENSP00000000233	9606.ENSP00000407552	0	0	0	0	0	0	0	0	151	0	0	0	55	163	ARF5	GAS7
9606.ENSP00000000233	9606.ENSP00000376475	0	0	0	0	0	0	93	0	131	0	0	0	58	192	ARF5	PRKAR1A
9606.ENSP00000000233	9606.ENSP00000254846	0	0	0	0	0	0	51	0	177	0	0	0	95	231	ARF5	KDM6B
9606.ENSP00000000233	9606.ENSP00000229264	0	0	0	0	0	0	62	0	152	0	0	0	59	186	ARF5	GNB3
9606.ENSP00000000233	9606.ENSP00000339179	0	0	0	0	0	0	65	0	127	0	0	0	50	156	ARF5	TSSK4
9606.ENSP00000000233	9606.ENSP00000451291	0	0	0	0	0	0	0	0	101	0	0	0	189	239	ARF5	HNRNPC
9606.ENSP00000000233	9606.ENSP00000359552	0	0	0	0	0	0	0	0	175	0	0	0	58	189	ARF5	PKN2
9606.ENSP00000000233	9606.ENSP00000485615	0	0	0	0	0	0	0	0	133	0	0	0	101	187	ARF5	ENSG00000280433
9606.ENSP00000000233	9606.ENSP00000365962	0	0	0	0	0	0	63	0	150	0	0	0	53	179	ARF5	TBC1D25
9606.ENSP00000000233	9606.ENSP00000440167	0	0	0	0	0	0	62	0	160	0	0	0	112	239	ARF5	RAB19
9606.ENSP00000000233	9606.ENSP00000222008	0	0	0	0	0	123	63	0	122	0	0	123	544	658	ARF5	RABAC1
9606.ENSP00000000233	9606.ENSP00000282032	0	0	0	0	0	0	78	0	0	0	0	90	189	260	ARF5	ARL14EP
9606.ENSP00000000233	9606.ENSP00000338777	0	0	0	0	0	0	56	0	150	0	0	181	189	395	ARF5	AP3S2
9606.ENSP00000000233	9606.ENSP00000356560	0	0	0	0	0	0	0	0	167	0	0	0	49	173	ARF5	KIAA1614
9606.ENSP00000000233	9606.ENSP00000367407	0	0	0	0	0	0	62	0	105	0	0	53	248	322	ARF5	NMT2
9606.ENSP00000000233	9606.ENSP00000382423	0	0	0	0	0	0	0	0	164	0	0	0	58	178	ARF5	MAP3K1
9606.ENSP00000000233	9606.ENSP00000315554	0	0	0	0	0	0	0	0	0	0	0	219	0	219	ARF5	SPEM1
9606.ENSP00000000233	9606.ENSP00000273398	0	0	0	0	0	0	63	0	136	0	0	0	100	207	ARF5	ATP6V1A
9606.ENSP00000000233	9606.ENSP00000269571	0	0	0	0	0	0	0	117	115	0	0	0	56	197	ARF5	ERBB2
9606.ENSP00000000233	9606.ENSP00000376792	0	0	0	0	0	0	0	0	57	0	0	0	142	156	ARF5	VTI1A
9606.ENSP00000000233	9606.ENSP00000437621	0	0	0	0	0	0	0	0	159	0	0	0	0	158	ARF5	HMGA2
9606.ENSP00000000233	9606.ENSP00000439479	0	0	0	0	0	0	62	0	143	0	0	0	0	161	ARF5	DMXL1
9606.ENSP00000000233	9606.ENSP00000298510	0	0	0	0	0	0	63	0	149	0	0	0	122	238	ARF5	PRDX3
9606.ENSP00000000233	9606.ENSP00000274496	0	0	0	0	0	0	66	0	117	0	0	0	53	150	ARF5	YIPF5
9606.ENSP00000000233	9606.ENSP00000479203	0	0	0	0	0	0	0	0	101	0	0	0	144	197	ARF5	HNRNPCP5
9606.ENSP00000000233	9606.ENSP00000346206	0	0	0	0	0	0	0	0	56	0	0	124	302	372	ARF5	TAP1
9606.ENSP00000000233	9606.ENSP00000484121	0	0	0	0	0	0	0	486	102	0	0	537	101	782	ARF5	ARFIP2
9606.ENSP00000000233	9606.ENSP00000261263	0	0	0	0	0	61	64	0	0	0	0	112	120	221	ARF5	RAB21
9606.ENSP00000000233	9606.ENSP00000222145	0	0	0	0	0	0	64	0	139	0	0	0	43	161	ARF5	RASIP1
9606.ENSP00000000233	9606.ENSP00000357631	0	0	0	0	0	0	62	0	0	0	0	286	127	364	ARF5	TCERG1L
9606.ENSP00000000233	9606.ENSP00000222330	0	0	0	0	0	0	62	0	140	0	0	0	58	173	ARF5	GSK3A
9606.ENSP00000000233	9606.ENSP00000444957	0	0	0	0	0	0	62	0	178	0	0	0	76	225	ARF5	AP1S2
9606.ENSP00000000233	9606.ENSP00000393392	0	0	0	0	0	0	122	0	139	0	0	0	43	213	ARF5	MYO1A
9606.ENSP00000000233	9606.ENSP00000361949	0	0	0	0	0	0	0	0	77	0	0	0	135	167	ARF5	PABPC4
9606.ENSP00000000233	9606.ENSP00000280772	0	0	0	0	0	0	62	0	76	600	0	0	71	634	ARF5	ANK3
9606.ENSP00000000233	9606.ENSP00000285735	0	0	0	0	0	0	108	0	56	0	0	57	137	223	ARF5	RHOC
9606.ENSP00000000233	9606.ENSP00000264380	0	0	0	0	0	0	52	0	114	0	0	0	81	160	ARF5	PIKFYVE
9606.ENSP00000000233	9606.ENSP00000305941	0	0	0	0	0	0	86	0	104	0	0	0	58	161	ARF5	USH2A
9606.ENSP00000000233	9606.ENSP00000313600	0	0	0	0	0	0	0	0	152	0	0	0	55	164	ARF5	ATP10B
9606.ENSP00000000233	9606.ENSP00000369538	0	0	0	0	0	0	49	0	180	0	0	0	63	205	ARF5	GDI2
9606.ENSP00000000233	9606.ENSP00000389326	0	0	0	0	0	0	0	0	161	0	0	0	0	161	ARF5	ACE2
9606.ENSP00000000233	9606.ENSP00000315568	0	0	0	0	0	0	0	0	156	0	0	0	0	155	ARF5	AVL9
9606.ENSP00000000233	9606.ENSP00000348828	0	0	0	0	0	0	0	0	153	0	0	46	62	175	ARF5	ARHGEF26
9606.ENSP00000000233	9606.ENSP00000217043	0	0	0	0	0	0	0	0	0	0	0	193	303	413	ARF5	R3HDML
9606.ENSP00000000233	9606.ENSP00000451752	0	0	0	0	0	0	62	0	76	600	0	0	0	623	ARF5	SPTB
9606.ENSP00000000233	9606.ENSP00000274353	0	0	0	0	0	0	0	0	0	0	0	91	107	153	ARF5	BHMT
9606.ENSP00000000233	9606.ENSP00000451828	0	0	0	0	0	77	0	0	140	0	0	139	47	261	ARF5	AKT1
9606.ENSP00000000233	9606.ENSP00000248901	0	0	0	0	0	0	0	0	142	0	0	523	55	579	ARF5	CYTH4
9606.ENSP00000000233	9606.ENSP00000262225	0	0	0	0	0	45	122	0	0	600	0	120	60	671	ARF5	TMED2
9606.ENSP00000000233	9606.ENSP00000264718	0	0	0	0	0	0	0	0	174	0	0	0	77	205	ARF5	GPN1
9606.ENSP00000000233	9606.ENSP00000357087	0	0	0	0	0	61	0	0	126	0	0	0	48	150	ARF5	DUSP23
9606.ENSP00000000233	9606.ENSP00000251170	0	0	0	0	0	0	80	0	124	0	0	0	112	221	ARF5	SEC14L5
9606.ENSP00000000233	9606.ENSP00000347792	0	0	0	0	0	0	62	0	88	0	0	95	111	219	ARF5	SYNJ2
9606.ENSP00000000233	9606.ENSP00000379842	0	0	0	0	0	0	0	0	165	0	0	0	55	177	ARF5	SGK3
9606.ENSP00000000233	9606.ENSP00000382982	0	0	0	0	0	0	63	0	149	0	0	134	75	275	ARF5	TUBA3C
9606.ENSP00000000233	9606.ENSP00000292823	0	0	0	0	0	0	62	0	0	0	0	0	143	161	ARF5	PCYT1A
9606.ENSP00000000233	9606.ENSP00000438492	0	0	0	0	0	65	62	0	212	0	0	0	85	283	ARF5	RAB40C
9606.ENSP00000000233	9606.ENSP00000392513	0	0	0	0	0	0	53	0	147	0	0	0	85	196	ARF5	AGAP4
9606.ENSP00000000233	9606.ENSP00000334051	0	0	0	0	0	0	0	0	167	0	0	0	53	177	ARF5	GNAL
9606.ENSP00000000233	9606.ENSP00000444850	0	0	0	0	0	0	63	0	70	600	0	112	209	710	ARF5	USO1
9606.ENSP00000000233	9606.ENSP00000323580	0	0	0	0	0	0	63	0	108	0	0	87	141	256	ARF5	IFT88
9606.ENSP00000000233	9606.ENSP00000328551	0	0	0	0	0	0	62	0	932	0	0	45	85	936	ARF5	RAB28
9606.ENSP00000000233	9606.ENSP00000219476	0	0	0	0	0	0	0	0	173	0	0	0	71	198	ARF5	TSC2
9606.ENSP00000000233	9606.ENSP00000313869	0	0	0	0	0	0	0	0	169	0	0	150	261	432	ARF5	GORASP1
9606.ENSP00000000233	9606.ENSP00000352925	0	0	0	0	0	0	0	0	151	0	0	0	55	163	ARF5	TRRAP
9606.ENSP00000000233	9606.ENSP00000262903	0	0	0	0	0	0	62	0	139	0	0	0	0	157	ARF5	HACE1
9606.ENSP00000000233	9606.ENSP00000295095	0	0	0	0	0	0	62	0	140	0	0	0	55	171	ARF5	ARHGAP15
9606.ENSP00000000233	9606.ENSP00000369461	0	0	0	0	0	0	63	0	147	0	0	0	60	183	ARF5	ECI2
9606.ENSP00000000233	9606.ENSP00000358126	0	0	0	0	0	117	0	0	77	0	0	112	80	245	ARF5	VPS45
9606.ENSP00000000233	9606.ENSP00000364298	0	0	0	0	0	0	51	0	177	0	0	0	58	200	ARF5	FKBPL
9606.ENSP00000000233	9606.ENSP00000400908	0	0	0	0	0	0	0	0	0	0	0	43	246	247	ARF5	MYBPC1
9606.ENSP00000000233	9606.ENSP00000360869	0	0	0	0	0	0	51	0	177	0	0	0	58	200	ARF5	IFIT1
9606.ENSP00000000233	9606.ENSP00000363103	0	0	0	0	0	135	0	0	65	0	0	0	0	156	ARF5	SCAND1
9606.ENSP00000000233	9606.ENSP00000372210	0	0	0	0	0	0	0	0	162	0	0	0	101	214	ARF5	BET1L
9606.ENSP00000000233	9606.ENSP00000458075	0	0	0	0	0	0	0	0	151	0	0	0	52	160	ARF5	BOLA2-SMG1P6
9606.ENSP00000000233	9606.ENSP00000267622	0	0	0	0	0	0	0	0	150	0	0	181	207	399	ARF5	TRIP11
9606.ENSP00000000233	9606.ENSP00000368464	0	0	0	0	0	0	62	0	86	0	0	0	303	350	ARF5	KIF24
9606.ENSP00000000233	9606.ENSP00000386443	0	0	0	0	0	0	62	128	0	0	0	241	67	343	ARF5	TGOLN2
9606.ENSP00000000233	9606.ENSP00000429744	0	0	0	0	0	0	112	0	89	0	0	0	43	158	ARF5	STK3
9606.ENSP00000000233	9606.ENSP00000361785	0	0	0	0	0	0	62	0	126	0	0	0	48	151	ARF5	DUSP13
9606.ENSP00000000233	9606.ENSP00000379891	0	0	0	0	0	0	62	0	262	0	0	171	145	443	ARF5	AP1S3
9606.ENSP00000000233	9606.ENSP00000373600	0	0	0	0	0	0	0	0	216	0	0	0	49	222	ARF5	LRRK1
9606.ENSP00000000233	9606.ENSP00000373312	0	0	0	0	0	0	62	0	56	0	0	150	254	363	ARF5	SEC13
9606.ENSP00000000233	9606.ENSP00000374443	0	0	0	0	0	0	0	0	102	0	0	0	101	158	ARF5	LYST
9606.ENSP00000000233	9606.ENSP00000259400	0	0	0	0	0	45	63	0	128	0	0	0	62	170	ARF5	STX17
9606.ENSP00000000233	9606.ENSP00000379386	0	0	0	0	0	0	0	272	65	0	0	57	43	303	ARF5	LDHB
9606.ENSP00000000233	9606.ENSP00000369899	0	0	0	0	0	0	0	0	57	0	0	0	141	155	ARF5	RRAGA
9606.ENSP00000000233	9606.ENSP00000370208	0	0	0	0	0	0	62	0	111	0	0	0	142	222	ARF5	RABGEF1
9606.ENSP00000000233	9606.ENSP00000456206	0	0	0	0	0	0	64	0	149	0	0	0	101	221	ARF5	TUBB8
9606.ENSP00000000233	9606.ENSP00000315659	0	0	0	0	0	0	0	0	167	0	0	0	59	182	ARF5	DNMBP
9606.ENSP00000000233	9606.ENSP00000354451	0	0	0	0	0	0	0	0	185	0	0	0	109	242	ARF5	IQGAP3
9606.ENSP00000000233	9606.ENSP00000301012	0	0	0	0	0	0	0	0	160	0	0	0	48	166	ARF5	MVD
9606.ENSP00000000233	9606.ENSP00000441858	0	0	0	0	0	0	62	0	143	0	0	0	0	161	ARF5	DMXL2
9606.ENSP00000000233	9606.ENSP00000243052	0	0	0	0	0	0	54	0	0	0	0	107	101	174	ARF5	PDE1B
9606.ENSP00000000233	9606.ENSP00000355809	0	0	0	0	0	0	0	0	153	0	0	0	47	158	ARF5	ENAH
9606.ENSP00000000233	9606.ENSP00000035383	0	0	0	0	0	0	0	0	125	0	0	81	0	161	ARF5	LRRC7
9606.ENSP00000000233	9606.ENSP00000238831	0	0	0	0	0	0	76	0	117	0	0	0	53	159	ARF5	YIPF4
9606.ENSP00000000233	9606.ENSP00000309036	0	0	0	0	0	59	0	0	0	0	0	68	129	169	ARF5	TSPAN17
9606.ENSP00000000233	9606.ENSP00000309431	0	0	0	0	0	0	64	0	149	0	0	0	101	221	ARF5	TUBB8B
9606.ENSP00000000233	9606.ENSP00000347839	0	0	0	0	0	0	62	0	150	0	0	499	42	566	ARF5	RAB11FIP2
9606.ENSP00000000233	9606.ENSP00000361824	0	0	0	0	0	0	0	0	58	600	0	0	53	612	ARF5	SPTAN1
9606.ENSP00000000233	9606.ENSP00000317955	0	0	0	0	0	0	0	0	77	0	0	212	100	288	ARF5	EEA1
9606.ENSP00000000233	9606.ENSP00000361930	0	0	0	0	0	60	65	0	136	0	0	62	62	210	ARF5	YWHAB
9606.ENSP00000000233	9606.ENSP00000159111	0	0	0	0	0	0	0	0	59	0	0	0	137	153	ARF5	KDM4B
9606.ENSP00000000233	9606.ENSP00000299084	0	0	0	0	0	0	0	0	153	0	0	0	47	158	ARF5	SPRED1
9606.ENSP00000000233	9606.ENSP00000346160	0	0	0	0	0	0	62	83	126	0	0	0	48	188	ARF5	DUSP19
9606.ENSP00000000233	9606.ENSP00000367203	0	0	0	0	0	0	51	0	177	0	0	0	95	231	ARF5	KDM6A
9606.ENSP00000000233	9606.ENSP00000363023	0	0	0	0	0	0	0	0	182	0	0	0	0	181	ARF5	DLGAP4
9606.ENSP00000000233	9606.ENSP00000263360	0	0	0	0	0	0	0	0	159	0	0	0	0	158	ARF5	EED
9606.ENSP00000000233	9606.ENSP00000362680	0	0	0	0	0	0	68	0	140	0	0	140	61	266	ARF5	SRC
9606.ENSP00000000233	9606.ENSP00000354376	0	0	0	0	0	0	62	0	0	0	0	436	62	460	ARF5	RAB25
9606.ENSP00000000233	9606.ENSP00000264400	0	0	0	0	0	0	0	0	161	0	0	0	58	175	ARF5	RASGEF1B
9606.ENSP00000000233	9606.ENSP00000377633	0	0	0	0	0	0	62	0	145	0	0	0	0	163	ARF5	STAMBP
9606.ENSP00000000233	9606.ENSP00000397552	0	0	0	0	0	0	53	0	104	0	0	0	80	151	ARF5	ACTL6A
9606.ENSP00000000233	9606.ENSP00000301072	0	0	0	0	0	0	63	0	149	0	0	0	75	198	ARF5	TUBA1C
9606.ENSP00000000233	9606.ENSP00000256935	0	0	0	0	0	0	0	0	162	0	0	0	55	174	ARF5	DOCK2
9606.ENSP00000000233	9606.ENSP00000332118	0	0	0	0	0	0	62	0	140	0	0	0	0	158	ARF5	EPHB3
9606.ENSP00000000233	9606.ENSP00000377075	0	0	0	0	0	0	0	0	144	0	0	61	47	167	ARF5	RGL3
9606.ENSP00000000233	9606.ENSP00000393453	0	0	0	0	0	0	0	0	103	0	0	0	122	178	ARF5	SMYD1
9606.ENSP00000000233	9606.ENSP00000317790	0	0	0	0	0	0	62	0	76	600	0	0	54	628	ARF5	SPTBN5
9606.ENSP00000000233	9606.ENSP00000292432	0	0	0	0	0	0	0	0	162	0	0	0	47	167	ARF5	HK3
9606.ENSP00000000233	9606.ENSP00000288699	0	0	0	0	0	0	0	0	104	0	0	95	184	280	ARF5	DPYSL5
9606.ENSP00000000233	9606.ENSP00000343741	0	0	0	0	0	0	0	0	151	0	0	0	52	160	ARF5	ATR
9606.ENSP00000000233	9606.ENSP00000377233	0	0	0	0	0	0	0	0	147	0	0	457	145	569	ARF5	ARAP1
9606.ENSP00000000233	9606.ENSP00000481054	0	0	0	0	0	0	62	0	212	0	0	0	85	264	ARF5	RAB44
9606.ENSP00000000233	9606.ENSP00000226253	0	0	0	0	0	0	62	0	157	0	0	0	0	175	ARF5	ALDOC
9606.ENSP00000000233	9606.ENSP00000380635	0	0	0	0	734	0	63	0	128	0	0	113	110	180	ARF5	ARL16
9606.ENSP00000000233	9606.ENSP00000225577	0	0	0	0	0	0	0	0	150	0	0	0	55	162	ARF5	RPS6KB1
9606.ENSP00000000233	9606.ENSP00000362116	0	0	0	0	0	0	63	0	147	0	0	52	58	190	ARF5	PGC
9606.ENSP00000000233	9606.ENSP00000358994	0	0	0	0	0	0	51	0	139	0	0	0	67	171	ARF5	MYO6
9606.ENSP00000000233	9606.ENSP00000431418	0	0	0	0	0	0	0	0	140	0	0	0	75	170	ARF5	NTRK1
9606.ENSP00000000233	9606.ENSP00000368818	0	0	0	0	0	0	0	0	102	0	0	0	101	158	ARF5	TOM1L2
9606.ENSP00000000233	9606.ENSP00000356832	0	0	0	0	0	0	0	0	150	0	0	0	55	162	ARF5	SGK1
9606.ENSP00000000233	9606.ENSP00000163416	0	0	0	0	0	0	0	0	0	0	0	171	208	315	ARF5	GOLGA5
9606.ENSP00000000233	9606.ENSP00000381097	0	0	0	0	0	0	62	0	140	0	0	0	0	158	ARF5	EPHB1
9606.ENSP00000000233	9606.ENSP00000356607	0	0	0	0	0	0	0	0	161	0	0	0	58	175	ARF5	RALGPS2
9606.ENSP00000000233	9606.ENSP00000261942	0	0	0	0	0	0	62	295	138	0	0	0	0	380	ARF5	FAF2
9606.ENSP00000000233	9606.ENSP00000274376	0	0	0	0	0	0	0	0	138	0	0	73	59	182	ARF5	RASA1
9606.ENSP00000000233	9606.ENSP00000473001	0	0	0	0	0	0	49	0	102	0	0	0	101	165	ARF5	FCHO1
9606.ENSP00000000233	9606.ENSP00000303909	0	0	0	0	0	0	0	0	150	0	0	0	60	166	ARF5	ABR
9606.ENSP00000000233	9606.ENSP00000314649	0	0	0	0	0	0	0	272	57	0	0	0	0	284	ARF5	ALDH5A1
9606.ENSP00000000233	9606.ENSP00000247461	0	0	0	0	0	58	52	0	0	0	0	107	189	266	ARF5	CANX
9606.ENSP00000000233	9606.ENSP00000309457	0	0	0	0	0	0	0	0	131	0	0	0	72	159	ARF5	VPS41
9606.ENSP00000000233	9606.ENSP00000341083	0	0	0	0	0	0	62	0	138	0	0	0	101	209	ARF5	NPR2
9606.ENSP00000000233	9606.ENSP00000482835	0	0	0	0	0	0	0	0	251	0	0	0	76	278	ARF5	AP2B1
9606.ENSP00000000233	9606.ENSP00000268933	0	0	0	0	0	0	62	0	142	0	0	0	138	245	ARF5	EPN3
9606.ENSP00000000233	9606.ENSP00000218006	0	0	0	0	0	0	62	0	138	0	0	0	82	192	ARF5	GUCY2F
9606.ENSP00000000233	9606.ENSP00000345988	0	0	0	0	0	0	0	0	144	0	0	0	49	151	ARF5	PLCH1
9606.ENSP00000000233	9606.ENSP00000447300	0	0	0	0	0	0	0	0	153	0	0	141	58	254	ARF5	RAB3IP
9606.ENSP00000000233	9606.ENSP00000481045	0	0	0	0	0	60	0	0	140	0	0	0	0	157	ARF5	TESK1
9606.ENSP00000000233	9606.ENSP00000399403	0	0	0	0	0	0	0	0	108	0	0	134	42	195	ARF5	KLC2
9606.ENSP00000000233	9606.ENSP00000290765	0	0	0	0	0	0	62	0	153	0	0	0	54	182	ARF5	GSTT2B
9606.ENSP00000000233	9606.ENSP00000279488	0	0	0	0	0	0	0	83	126	0	0	0	48	170	ARF5	DUSP6
9606.ENSP00000000233	9606.ENSP00000344220	0	0	0	0	0	0	0	0	0	0	0	49	238	244	ARF5	PDPK1
9606.ENSP00000000233	9606.ENSP00000338967	0	0	0	0	0	0	0	0	144	0	0	0	62	162	ARF5	ARHGAP6
9606.ENSP00000000233	9606.ENSP00000370719	0	0	0	0	0	0	0	0	153	0	0	0	63	172	ARF5	ITSN1
